OBJECTID,COLDETKEY,ST_AGE,ST_CONTRBCIR1_DESC,ST_INJRY_CLSS_DESC,ST_PARTCPNT_TYPE_DESC,ST_PED_ACT_DESC,ST_PED_WAS_USING_DESC,Incident Date,Report Number,x,y
225303764,384176,78,Unknown Distraction,No Injury,Motor vehicle driver,,,7/2/2025,3834435,-122.3549388,47.6589687
225303766,384176,,,,Motor vehicle driver,,,7/2/2025,3834435,-122.3549388,47.6589687
225303768,383719,,Unknown Distraction,,Motor vehicle driver,,,6/11/2025,3936917,-122.3555525,47.71939487
225303771,383719,,None,,Motor vehicle driver,,,6/11/2025,3936917,-122.3555525,47.71939487
225303775,382831,37,Other Distractions,No Injury,Motor vehicle driver,,,4/23/2025,3929156,-122.3250862,47.59500162
225303778,382831,37,Did not Grant Right of Way to Vehicle,Non Serious Injury (Evident Injury),Motor vehicle driver,,,4/23/2025,3929156,-122.3250862,47.59500162
225303779,383362,,Unknown Distraction,Unknown,Motor vehicle driver,,,5/28/2025,3898471,-122.3140533,47.57243281
225303780,385239,,Other/Contributing Circ. Not Listed,Unknown,Motor vehicle driver,,,4/4/2025,EF94566,-122.3253208,47.62199169
225303781,383362,,None,,Motor vehicle driver,,,5/28/2025,3898471,-122.3140533,47.57243281
225303782,385239,46,None,Serious Injury,Pedal cycle driver,Riding With Traffic,Roadway,4/4/2025,EF94566,-122.3253208,47.62199169
225303783,383675,,Other/Contributing Circ. Not Listed,Unknown,Motor vehicle driver,,,5/24/2025,EF94848,-122.2850715,47.57309208
225303786,383298,16,None,No Injury,Motor vehicle driver,,,5/21/2025,3931647,-122.2849227,47.56126412
225303789,383298,,Unknown Distraction,Unknown,Motor vehicle driver,,,5/21/2025,3931647,-122.2849227,47.56126412
225303791,384661,25,Unknown Distraction,Possible Injury,Motor vehicle driver,,,8/3/2025,3937250,-122.3103822,47.59436193
225303792,384782,,Other/Contributing Circ. Not Listed,,Motor vehicle driver,,,4/8/2025,3931904,-122.3089691,47.60433311
225303793,384661,,,Serious Injury,Motor vehicle passenger,,,8/3/2025,3937250,-122.3103822,47.59436193
225303795,383430,41,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,5/7/2025,3932565,-122.3872395,47.54398054
225303798,383430,66,None,No Injury,Motor vehicle driver,,,5/7/2025,3932565,-122.3872395,47.54398054
225303800,384115,80,Other/Contributing Circ. Not Listed,Serious Injury,Motor vehicle driver,,,6/14/2025,3926060,-122.3854394,47.54174071
225303801,384301,60,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,6/10/2025,EG02534,-122.3754652,47.69472676
225303802,384137,38,Unknown Distraction,No Injury,Motor vehicle driver,,,6/28/2025,3937231,-122.3265526,47.61741111
225303803,384115,,,,Motor vehicle driver,,,6/14/2025,3926060,-122.3854394,47.54174071
225303804,384301,23,None,No Injury,Motor vehicle driver,,,6/10/2025,EG02534,-122.3754652,47.69472676
225303805,384115,,,,Motor vehicle driver,,,6/14/2025,3926060,-122.3854394,47.54174071
225303806,384137,21,None,No Injury,Motor vehicle driver,,,6/28/2025,3937231,-122.3265526,47.61741111
225303807,383940,,Unknown Distraction,Unknown,Motor vehicle driver,,,5/15/2025,3932567,-122.3604994,47.52400222
225303809,383940,,,,Motor vehicle driver,,,5/15/2025,3932567,-122.3604994,47.52400222
225303812,383940,,,,Motor vehicle driver,,,5/15/2025,3932567,-122.3604994,47.52400222
225303815,383284,64,Unknown Distraction,No Injury,Motor vehicle driver,,,5/20/2025,3931604,-122.2967827,47.60166183
225303816,383374,58,Under the Influence of Alcohol,No Injury,Motor vehicle driver,,,5/27/2025,3930031,-122.3411458,47.68693734
225303818,383374,42,None,No Injury,Motor vehicle driver,,,5/27/2025,3930031,-122.3411458,47.68693734
225303820,383284,34,None,No Injury,Motor vehicle driver,,,5/20/2025,3931604,-122.2967827,47.60166183
225303822,383751,,Other/Contributing Circ. Not Listed,Unknown,Motor vehicle driver,,,5/21/2025,EF97148,-122.3915225,47.56115403
225303825,383959,,Unknown Distraction,Unknown,Motor vehicle driver,,,6/15/2025,3931792,-122.2892567,47.55386633
225303828,383959,57,,Non Serious Injury (Evident Injury),Motor vehicle passenger,,,6/15/2025,3931792,-122.2892567,47.55386633
225303830,384940,25,Unknown Distraction,No Injury,Motor vehicle driver,,,8/6/2025,3937380,-122.2700039,47.53211099
225303832,384940,20,Unknown Distraction,No Injury,Motor vehicle driver,,,8/6/2025,3937380,-122.2700039,47.53211099
225303834,382441,,Did not Grant Right of Way to Non Motorist,Unknown,Motor vehicle driver,,,4/18/2025,3931704,-122.2935267,47.56082711
225303836,383959,50,,Non Serious Injury (Evident Injury),Motor vehicle passenger,,,6/15/2025,3931792,-122.2892567,47.55386633
225303837,382441,57,None,Serious Injury,Pedestrian,Crossing at Intersection with Signal,Marked Cross Walk,4/18/2025,3931704,-122.2935267,47.56082711
225303840,382441,59,None,Serious Injury,Pedestrian,Crossing at Intersection with Signal,Marked Cross Walk,4/18/2025,3931704,-122.2935267,47.56082711
225303841,385607,,Other/Contributing Circ. Not Listed,No Injury,Motor vehicle driver,,,7/4/2025,3931251,-122.4061731,47.58086716
225303843,385741,28,Did not Grant Right of Way to Vehicle,Unknown,Motor vehicle driver,,,4/15/2025,EF87986,-122.3207427,47.66132469
225303845,385741,22,None,Possible Injury,Motor vehicle driver,,,4/15/2025,EF87986,-122.3207427,47.66132469
225303846,383977,,Other/Contributing Circ. Not Listed,Unknown,Motor vehicle driver,,,5/30/2025,EF96589,-122.2769557,47.52612473
225303847,383753,,Operating Reckless or Aggressively,,Motor vehicle driver,,,5/8/2025,3930066,-122.3302838,47.65370737
225303848,383977,55,None,No Injury,Motor vehicle driver,,,5/30/2025,EF96589,-122.2769557,47.52612473
225303849,383753,83,Other/Contributing Circ. Not Listed,Possible Injury,Pedestrian,All Other Actions,Other,5/8/2025,3930066,-122.3302838,47.65370737
225303851,385607,45,None,No Injury,Motor vehicle driver,,,7/4/2025,3931251,-122.4061731,47.58086716
225303854,384969,,Improper Backing,Unknown,Motor vehicle driver,,,2/28/2025,3929914,-122.3300141,47.61130052
225303856,385221,76,Other/Contributing Circ. Not Listed,No Injury,Motor vehicle driver,,,4/28/2025,EF93462,-122.387132,47.54940326
225303857,383125,,Unknown Distraction,Unknown,Motor vehicle driver,,,5/13/2025,EF92786,-122.2888345,47.55971393
225303858,385221,41,None,Possible Injury,Motor vehicle driver,,,4/28/2025,EF93462,-122.387132,47.54940326
225303859,383125,,None,,Motor vehicle driver,,,5/13/2025,EF92786,-122.2888345,47.55971393
225303860,385221,,,,Motor vehicle driver,,,4/28/2025,EF93462,-122.387132,47.54940326
225303861,382607,68,Disregard Traffic Sign or Signal,No Injury,Motor vehicle driver,,,5/5/2025,3926291,-122.3787843,47.564686
225303862,384969,,None,,Motor vehicle driver,,,2/28/2025,3929914,-122.3300141,47.61130052
225303863,382607,43,None,No Injury,Motor vehicle driver,,,5/5/2025,3926291,-122.3787843,47.564686
225303864,384969,,,,Motor vehicle driver,,,2/28/2025,3929914,-122.3300141,47.61130052
225303865,382607,49,,No Injury,Motor vehicle passenger,,,5/5/2025,3926291,-122.3787843,47.564686
225303866,384969,,,,Motor vehicle driver,,,2/28/2025,3929914,-122.3300141,47.61130052
225303867,382607,45,,No Injury,Motor vehicle passenger,,,5/5/2025,3926291,-122.3787843,47.564686
225303868,385542,73,Unknown Distraction,Possible Injury,Motor vehicle driver,,,4/4/2025,EF85109,-122.3476956,47.67495288
225303869,382607,34,,No Injury,Motor vehicle passenger,,,5/5/2025,3926291,-122.3787843,47.564686
225303870,384382,,Other/Contributing Circ. Not Listed,Unknown,Motor vehicle driver,,,6/5/2025,EF98148,-122.3062604,47.6129153
225303871,384382,37,None,Possible Injury,Pedestrian,Crossing at Intersection with Signal,Marked Cross Walk,6/5/2025,EF98148,-122.3062604,47.6129153
225303872,382522,69,Improper Backing,No Injury,Motor vehicle driver,,,4/30/2025,3926055,-122.4081203,47.57682374
225303873,382522,,None,,Motor vehicle driver,,,4/30/2025,3926055,-122.4081203,47.57682374
225303874,383356,30,Other/Contributing Circ. Not Listed,No Injury,Motor vehicle driver,,,5/25/2025,3930967,-122.33423,47.55417186
225303875,383356,28,Other/Contributing Circ. Not Listed,Serious Injury,Motor vehicle driver,,,5/25/2025,3930967,-122.33423,47.55417186
225303876,383356,24,,Possible Injury,Motor vehicle passenger,,,5/25/2025,3930967,-122.33423,47.55417186
225303877,385012,,None,,Motor vehicle driver,,,7/29/2025,3924514,-122.3307935,47.60044058
225303878,385012,38,Unknown Distraction,No Injury,Motor vehicle driver,,,7/29/2025,3924514,-122.3307935,47.60044058
225303883,385542,17,None,No Injury,Motor vehicle driver,,,4/4/2025,EF85109,-122.3476956,47.67495288
225303884,384458,34,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,7/19/2025,EG12029,-122.3057517,47.69623565
225303885,384458,23,None,No Injury,Motor vehicle driver,,,7/19/2025,EG12029,-122.3057517,47.69623565
225303886,383965,36,Disregard Traffic Sign or Signal,No Injury,Motor vehicle driver,,,6/14/2025,3926298,,
225303887,383965,20,None,No Injury,Motor vehicle driver,,,6/14/2025,3926298,,
225303888,383965,19,,No Injury,Motor vehicle passenger,,,6/14/2025,3926298,,
225303895,385055,34,Other/Contributing Circ. Not Listed,Unknown,Motor vehicle driver,,,4/2/2025,EF79667,-122.3821424,47.56106077
225303899,384817,24,None,No Injury,Motor vehicle driver,,,7/11/2025,EG09143,-122.3323802,47.66503358
225303900,384817,,Other/Contributing Circ. Not Listed,Unknown,Motor vehicle driver,,,7/11/2025,EG09143,-122.3323802,47.66503358
225303901,384817,23,,Unknown,Motor vehicle passenger,,,7/11/2025,EG09143,-122.3323802,47.66503358
225303902,385855,25,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,4/20/2025,EF88082,-122.3159962,47.58844254
225303903,385855,56,None,Unknown,Motor vehicle driver,,,4/20/2025,EF88082,-122.3159962,47.58844254
225303904,382529,83,Apparently Ill,Non Serious Injury (Evident Injury),Motor vehicle driver,,,5/2/2025,3929161,-122.4029738,47.64682326
225303905,382529,,None,,Motor vehicle driver,,,5/2/2025,3929161,-122.4029738,47.64682326
225303906,384606,34,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,7/17/2025,EG10549,-122.3608946,47.65042301
225303907,384606,58,None,No Injury,Motor vehicle driver,,,7/17/2025,EG10549,-122.3608946,47.65042301
225303908,382461,61,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,4/18/2025,EF84248,-122.299813,47.54462446
225303909,382461,76,None,No Injury,Motor vehicle driver,,,4/18/2025,EF84248,-122.299813,47.54462446
225303910,385055,43,None,No Injury,Motor vehicle driver,,,4/2/2025,EF79667,-122.3821424,47.56106077
225303911,382461,72,,No Injury,Motor vehicle passenger,,,4/18/2025,EF84248,-122.299813,47.54462446
225303914,382605,,Unknown Distraction,Unknown,Motor vehicle driver,,,5/5/2025,3931645,-122.3291179,47.57168354
225303915,382605,83,Unknown Distraction,Dead At Scene,Pedestrian,All Other Actions,Marked Cross Walk,5/5/2025,3931645,-122.3291179,47.57168354
225303917,385055,67,,Possible Injury,Motor vehicle passenger,,,4/2/2025,EF79667,-122.3821424,47.56106077
225303918,384639,26,None,No Injury,Motor vehicle driver,,,6/7/2025,EF99342,-122.347902,47.61536668
225303919,384639,,Disregard Traffic Sign or Signal,Unknown,Motor vehicle driver,,,6/7/2025,EF99342,-122.347902,47.61536668
225303920,384639,24,,No Injury,Motor vehicle passenger,,,6/7/2025,EF99342,-122.347902,47.61536668
225303921,383957,37,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,6/14/2025,3932100,-122.2700024,47.52953689
225303922,383957,71,None,No Injury,Motor vehicle driver,,,6/14/2025,3932100,-122.2700024,47.52953689
225303923,383957,49,,No Injury,Motor vehicle passenger,,,6/14/2025,3932100,-122.2700024,47.52953689
225303928,385243,27,None,No Injury,Motor vehicle driver,,,4/18/2025,EF96221,-122.3417674,47.61173877
225303929,385243,56,,No Injury,Motor vehicle passenger,,,4/18/2025,EF96221,-122.3417674,47.61173877
225303930,385243,54,,No Injury,Motor vehicle passenger,,,4/18/2025,EF96221,-122.3417674,47.61173877
225303931,385243,22,Disregard Traffic Sign or Signal,Non Serious Injury (Evident Injury),Pedal cycle driver,Crossing or Entering Trafficway,Roadway,4/18/2025,EF96221,-122.3417674,47.61173877
225303936,384576,24,Unknown Distraction,Serious Injury,Motor vehicle driver,,,8/1/2025,3924472,-122.3331187,47.60798514
225303937,384576,30,None,No Injury,Motor vehicle driver,,,8/1/2025,3924472,-122.3331187,47.60798514
225303938,384576,,,Serious Injury,Motor vehicle passenger,,,8/1/2025,3924472,-122.3331187,47.60798514
225303939,384576,53,,No Injury,Motor vehicle passenger,,,8/1/2025,3924472,-122.3331187,47.60798514
225303940,384576,49,,No Injury,Motor vehicle passenger,,,8/1/2025,3924472,-122.3331187,47.60798514
225303941,384576,12,,Non Serious Injury (Evident Injury),Motor vehicle passenger,,,8/1/2025,3924472,-122.3331187,47.60798514
225303942,384576,26,,Serious Injury,Motor vehicle passenger,,,8/1/2025,3924472,-122.3331187,47.60798514
225303943,384576,16,,No Injury,Motor vehicle passenger,,,8/1/2025,3924472,-122.3331187,47.60798514
225303944,384576,27,,No Injury,Motor vehicle passenger,,,8/1/2025,3924472,-122.3331187,47.60798514
225303945,385638,20,Under the Influence of Alcohol,Unknown,Motor vehicle driver,,,8/2/2025,3937191,-122.2878049,47.59515823
225303946,383707,28,Improper U-Turn,No Injury,Motor vehicle driver,,,6/5/2025,3908414,-122.3342162,47.57877638
225303947,383707,48,None,No Injury,Motor vehicle driver,,,6/5/2025,3908414,-122.3342162,47.57877638
225303948,383707,4,,No Injury,Motor vehicle passenger,,,6/5/2025,3908414,-122.3342162,47.57877638
225303949,383707,4,,No Injury,Motor vehicle passenger,,,6/5/2025,3908414,-122.3342162,47.57877638
225303952,382518,25,Disregard Traffic Sign or Signal,No Injury,Motor vehicle driver,,,4/29/2025,EF86968,-122.3194616,47.61409084
225303953,382518,43,Disregard Traffic Sign or Signal,Non Serious Injury (Evident Injury),Pedal cycle driver,Crossing or Entering Trafficway,Roadway,4/29/2025,EF86968,-122.3194616,47.61409084
225303954,382521,45,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,5/1/2025,3881710,-122.3591292,47.52649614
225303955,382521,31,None,No Injury,Motor vehicle driver,,,5/1/2025,3881710,-122.3591292,47.52649614
225303956,384118,40,Disregard Flagger/Officer,No Injury,Motor vehicle driver,,,5/28/2025,3930032,-122.2971472,47.73272446
225303957,384118,37,None,No Injury,Motor vehicle driver,,,5/28/2025,3930032,-122.2971472,47.73272446
225303958,382525,20,Other/Contributing Circ. Not Listed,Possible Injury,Motor vehicle driver,,,4/25/2025,3931662,-122.3342185,47.57439125
225303959,385638,,,,Motor vehicle driver,,,8/2/2025,3937191,-122.2878049,47.59515823
225303960,385638,,,,Motor vehicle driver,,,8/2/2025,3937191,-122.2878049,47.59515823
225303961,385216,82,Did not Grant Right of Way to Non Motorist,No Injury,Motor vehicle driver,,,4/15/2025,EF92523,-122.3342908,47.73414219
225303962,385216,56,None,Serious Injury,Pedestrian,Crossing at Intersection with Signal,Marked Cross Walk,4/15/2025,EF92523,-122.3342908,47.73414219
225303963,385446,27,Apparently Asleep,Possible Injury,Motor vehicle driver,,,6/13/2025,EG01488,-122.302787,47.6074427
225303964,385446,95,,Unknown,Motor vehicle passenger,,,6/13/2025,EG01488,-122.302787,47.6074427
225303965,384675,,Other/Contributing Circ. Not Listed,Unknown,Motor vehicle driver,,,7/26/2025,EG13955,-122.3289823,47.59920257
225303966,384675,,None,No Injury,Motor vehicle driver,,,7/26/2025,EG13955,-122.3289823,47.59920257
225303967,384675,18,,No Injury,Motor vehicle passenger,,,7/26/2025,EG13955,-122.3289823,47.59920257
225303968,384675,18,,No Injury,Motor vehicle passenger,,,7/26/2025,EG13955,-122.3289823,47.59920257
225303969,384675,20,,No Injury,Motor vehicle passenger,,,7/26/2025,EG13955,-122.3289823,47.59920257
225303974,382525,63,Other/Contributing Circ. Not Listed,Possible Injury,Motor vehicle driver,,,4/25/2025,3931662,-122.3342185,47.57439125
225303975,385514,27,Unknown Distraction,No Injury,Motor vehicle driver,,,4/17/2025,EF84976,-122.3006321,47.66825773
225303976,385514,57,None,No Injury,Motor vehicle driver,,,4/17/2025,EF84976,-122.3006321,47.66825773
225303981,382979,69,Improper Backing,No Injury,Motor vehicle driver,,,4/18/2025,EF83827,-122.3911799,47.52110018
225303982,382979,49,None,No Injury,Motor vehicle driver,,,4/18/2025,EF83827,-122.3911799,47.52110018
225303983,382979,50,,No Injury,Motor vehicle passenger,,,4/18/2025,EF83827,-122.3911799,47.52110018
225303984,384627,50,None,Unknown,Motor vehicle driver,,,7/24/2025,EG14184,-122.3126387,47.63413816
225303985,385629,35,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,7/15/2025,EG10508,-122.3357927,47.60121673
225303986,385629,39,None,No Injury,Motor vehicle driver,,,7/15/2025,EG10508,-122.3357927,47.60121673
225303988,384321,54,Did not Grant Right of Way to Non Motorist,Unknown,Motor vehicle driver,,,7/4/2025,3924528,-122.3329946,47.61966765
225303989,384321,36,None,Unknown,Pedestrian,Crossing at Intersection - No Signal,Walkway,7/4/2025,3924528,-122.3329946,47.61966765
225303992,384397,21,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,7/3/2025,EG07806,-122.3295868,47.55108164
225303993,384397,45,None,No Injury,Motor vehicle driver,,,7/3/2025,EG07806,-122.3295868,47.55108164
225303999,382686,17,Unknown Distraction,No Injury,Motor vehicle driver,,,5/7/2025,3929949,-122.2923878,47.61760848
225304254,383302,27,Under the Influence of Alcohol,Possible Injury,Motor vehicle driver,,,5/18/2025,3931804,-122.3159916,47.58596295
225304399,382686,50,None,No Injury,Motor vehicle driver,,,5/7/2025,3929949,-122.2923878,47.61760848
225304402,383302,,,,Motor vehicle driver,,,5/18/2025,3931804,-122.3159916,47.58596295
225304403,382677,,Unknown Distraction,,Motor vehicle driver,,,5/9/2025,3931602,-122.3208043,47.6146598
225304405,383302,,,,Motor vehicle driver,,,5/18/2025,3931804,-122.3159916,47.58596295
225304407,382677,32,Unknown Distraction,No Injury,Motor vehicle driver,,,5/9/2025,3931602,-122.3208043,47.6146598
225304409,383302,,,,Motor vehicle driver,,,5/18/2025,3931804,-122.3159916,47.58596295
225304411,385703,55,Improper U-Turn,No Injury,Motor vehicle driver,,,7/25/2025,3930478,-122.2730234,47.69348956
225304412,383302,28,,No Injury,Motor vehicle passenger,,,5/18/2025,3931804,-122.3159916,47.58596295
225304415,385703,41,None,No Injury,Motor vehicle driver,,,7/25/2025,3930478,-122.2730234,47.69348956
225304416,382796,35,Disregard Traffic Sign or Signal,Unknown,Motor vehicle driver,,,5/10/2025,3926057,-122.3348562,47.52232801
225304417,385703,0,,No Injury,Motor vehicle passenger,,,7/25/2025,3930478,-122.2730234,47.69348956
225304419,382796,30,None,Unknown,Motor vehicle driver,,,5/10/2025,3926057,-122.3348562,47.52232801
225304422,385703,4,,No Injury,Motor vehicle passenger,,,7/25/2025,3930478,-122.2730234,47.69348956
225304425,382796,34,,Possible Injury,Motor vehicle passenger,,,5/10/2025,3926057,-122.3348562,47.52232801
225304426,384180,33,Unknown Distraction,Non Serious Injury (Evident Injury),Motor vehicle driver,,,7/1/2025,3881716,-122.3814682,47.56287859
225304430,384180,28,None,Non Serious Injury (Evident Injury),Motor vehicle driver,,,7/1/2025,3881716,-122.3814682,47.56287859
225304431,385259,,Unknown Distraction,Unknown,Motor vehicle driver,,,1/22/2025,3916218,-122.3420094,47.5714364
225304433,383736,48,None,No Injury,Motor vehicle driver,,,6/4/2025,3930038,-122.3407023,47.66429555
225304436,383736,17,Did not Grant Right of Way to Vehicle,Serious Injury,Pedal cycle driver,Crossing or Entering Trafficway,Roadway,6/4/2025,3930038,-122.3407023,47.66429555
225304447,383591,24,Apparently Asleep,No Injury,Motor vehicle driver,,,1/6/2025,EF53762,-122.303987,47.66346503
225304451,383591,,,,Motor vehicle driver,,,1/6/2025,EF53762,-122.303987,47.66346503
225304458,383591,,,,Motor vehicle driver,,,1/6/2025,EF53762,-122.303987,47.66346503
225304461,382530,22,Under the Influence of Alcohol,No Injury,Motor vehicle driver,,,5/3/2025,3926056,-122.4053901,47.57875078
225304462,383591,,,Unknown,Motor vehicle driver,,,1/6/2025,EF53762,-122.303987,47.66346503
225304465,383696,25,Exceeding Reasonable and Safe Speed,No Injury,Motor vehicle driver,,,6/7/2025,3924422,-122.3697138,47.62757928
225304466,383591,,,,Motor vehicle driver,,,1/6/2025,EF53762,-122.303987,47.66346503
225304470,382496,69,Under the Influence of Alcohol,No Injury,Motor vehicle driver,,,4/28/2025,3930293,-122.3446315,47.69853886
225304474,382496,38,None,Serious Injury,Pedestrian,Crossing at Intersection - No Signal,Unmarked Crosswalk,4/28/2025,3930293,-122.3446315,47.69853886
225304478,383985,,Unknown Distraction,Unknown,Motor vehicle driver,,,4/15/2025,3926286,-122.3867915,47.56201608
225304481,383985,54,Unknown Distraction,Unknown,Pedestrian,Crossing at Intersection with Signal,Marked Cross Walk,4/15/2025,3926286,-122.3867915,47.56201608
225304483,384710,44,Unknown Distraction,No Injury,Motor vehicle driver,,,7/2/2025,EG06214,-122.3547993,47.70508724
225304484,385429,39,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,4/6/2025,EF83472,-122.2790164,47.64071436
225304486,384710,37,None,No Injury,Motor vehicle driver,,,7/2/2025,EG06214,-122.3547993,47.70508724
225304488,385429,46,None,Possible Injury,Motor vehicle driver,,,4/6/2025,EF83472,-122.2790164,47.64071436
225304490,382462,33,Unknown Distraction,Unknown,Motor vehicle driver,,,4/23/2025,3931660,-122.3111454,47.54889126
225304870,382460,20,Improper Turn/Merge,No Injury,Motor vehicle driver,,,4/10/2025,EF82503,-122.313372,47.68669465
225304872,382460,19,None,No Injury,Motor vehicle driver,,,4/10/2025,EF82503,-122.313372,47.68669465
225304877,382462,38,Unknown Distraction,Non Serious Injury (Evident Injury),Motor vehicle driver,,,4/23/2025,3931660,-122.3111454,47.54889126
225304880,383082,,Unknown Distraction,,Motor vehicle driver,,,4/5/2025,3931731,-122.2786862,47.51343499
225304882,383082,,None,Unknown,Motor vehicle driver,,,4/5/2025,3931731,-122.2786862,47.51343499
225304888,383683,,Unknown Distraction,Unknown,Motor vehicle driver,,,6/7/2025,3931072,-122.269276,47.51992539
225304890,383683,59,None,No Injury,Motor vehicle driver,,,6/7/2025,3931072,-122.269276,47.51992539
225304892,383683,,,Unknown,Motor vehicle passenger,,,6/7/2025,3931072,-122.269276,47.51992539
225304895,384140,,Unknown Distraction,Unknown,Motor vehicle driver,,,6/29/2025,3937234,-122.3209391,47.6231346
225304897,385708,43,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,7/21/2025,3937426,-122.313477,47.56724875
225304898,384140,34,None,No Injury,Motor vehicle driver,,,6/29/2025,3937234,-122.3209391,47.6231346
225304900,385708,50,None,No Injury,Motor vehicle driver,,,7/21/2025,3937426,-122.313477,47.56724875
225304901,384140,54,,No Injury,Motor vehicle passenger,,,6/29/2025,3937234,-122.3209391,47.6231346
225304903,384140,23,None,Serious Injury,Pedestrian,Crossing at Intersection with Signal,Marked Cross Walk,6/29/2025,3937234,-122.3209391,47.6231346
225304905,384140,21,None,Serious Injury,Pedestrian,Crossing at Intersection with Signal,,6/29/2025,3937234,-122.3209391,47.6231346
225304907,382701,33,Unknown Distraction,No Injury,Motor vehicle driver,,,5/3/2025,3930062,-122.355577,47.73007716
225304909,382701,25,Unknown Distraction,Possible Injury,Motor vehicle driver,,,5/3/2025,3930062,-122.355577,47.73007716
225304910,382701,,,,Motor vehicle driver,,,5/3/2025,3930062,-122.355577,47.73007716
225304911,382701,25,,Unknown,Motor vehicle passenger,,,5/3/2025,3930062,-122.355577,47.73007716
225304913,382876,31,Under the Influence of Alcohol,Possible Injury,Motor vehicle driver,,,5/13/2025,3930294,-122.3446326,47.69862915
225304918,384701,48,Unknown Distraction,No Injury,Motor vehicle driver,,,7/16/2025,EG10507,-122.3328972,47.59920856
225304920,384701,64,None,No Injury,Motor vehicle driver,,,7/16/2025,EG10507,-122.3328972,47.59920856
225304923,383575,34,Distractions Outiside Vehicle,No Injury,Motor vehicle driver,,,1/4/2025,EF53127,-122.3355161,47.59688864
225304926,383575,,None,No Injury,Motor vehicle driver,,,1/4/2025,EF53127,-122.3355161,47.59688864
225304928,384979,,Disregard Traffic Sign or Signal,Unknown,Motor vehicle driver,,,8/12/2025,EG18967,-122.3199831,47.67950067
225304930,384979,29,None,Non Serious Injury (Evident Injury),Motor vehicle driver,,,8/12/2025,EG18967,-122.3199831,47.67950067
225304932,383575,22,,No Injury,Motor vehicle passenger,,,1/4/2025,EF53127,-122.3355161,47.59688864
225304933,383714,36,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,6/2/2025,3932569,-122.372885,47.5813037
225304936,383714,,None,Unknown,Motor vehicle driver,,,6/2/2025,3932569,-122.372885,47.5813037
225304939,383519,38,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,5/21/2025,EF93947,-122.3554411,47.70255213
225304941,384156,,Did not Grant Right of Way to Non Motorist,Unknown,Motor vehicle driver,,,7/7/2025,3929218,-122.341348,47.61383686
225304943,384156,21,None,Possible Injury,Pedal cycle driver,Crossing or Entering Trafficway,Designated Bike Route,7/7/2025,3929218,-122.341348,47.61383686
225304944,383519,46,None,No Injury,Motor vehicle driver,,,5/21/2025,EF93947,-122.3554411,47.70255213
225304947,384387,45,Did not Grant Right of Way to Vehicle,Possible Injury,Motor vehicle driver,,,7/8/2025,EG08181,-122.3159899,47.54859367
225304950,384387,68,None,No Injury,Motor vehicle driver,,,7/8/2025,EG08181,-122.3159899,47.54859367
225304951,382797,,Did not Grant Right of Way to Vehicle,Unknown,Motor vehicle driver,,,5/10/2025,3928168,-122.3819784,47.53499742
225304954,382797,34,None,No Injury,Motor vehicle driver,,,5/10/2025,3928168,-122.3819784,47.53499742
225304957,382797,33,,No Injury,Motor vehicle passenger,,,5/10/2025,3928168,-122.3819784,47.53499742
225304958,382797,31,,No Injury,Motor vehicle passenger,,,5/10/2025,3928168,-122.3819784,47.53499742
225304959,384179,28,Improper Turn/Merge,No Injury,Motor vehicle driver,,,6/28/2025,3881714,-122.3841518,47.56106986
225304960,382797,36,,No Injury,Motor vehicle passenger,,,5/10/2025,3928168,-122.3819784,47.53499742
225304962,384179,23,None,No Injury,Motor vehicle driver,,,6/28/2025,3881714,-122.3841518,47.56106986
225304963,384390,28,Unknown Distraction,Serious Injury,Motor vehicle driver,,,7/7/2025,EG07815,-122.2798537,47.52129417
225304965,384179,26,,No Injury,Motor vehicle passenger,,,6/28/2025,3881714,-122.3841518,47.56106986
225304986,385439,26,Operating Defective Equipment,Unknown,Motor vehicle driver,,,6/15/2025,EG01066,-122.3199204,47.67377206
225304989,385439,,None,,Motor vehicle driver,,,6/15/2025,EG01066,-122.3199204,47.67377206
225304991,384106,22,None,No Injury,Motor vehicle driver,,,6/22/2025,3937226,-122.328811,47.60830582
225304992,385439,,None,,Motor vehicle driver,,,6/15/2025,EG01066,-122.3199204,47.67377206
225304994,384129,,Unknown Distraction,,Motor vehicle driver,,,6/27/2025,3937176,-122.3207706,47.60866179
225304996,383607,63,Disregard Traffic Sign or Signal,No Injury,Motor vehicle driver,,,3/12/2025,EF77122,-122.281119,47.53705727
